"datacenter","county","operator","voltage_kv","transmission_owner","distance_km"
"Mobius Partners - Farmers Branch","Dallas","Mobius Partners","138","ONCOR ELECTRIC DELIVERY CO.","7.41"
"EdgeConneX Houston","Harris","Follow on LinkedIn","345","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.62"
"Skybox Houston One","Harris","Houston One Brochure","345","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.04"
"LOGIX Houston #1","Harris","Follow on LinkedIn","345","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.40"
"1001 Texas Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.00"
"Netrality - 1301 Fannin","Harris","Netrality Houston - Data Sheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.63"
"DataBank HOU5 - Houston Galleria","Harris","HOU5 datasheet.pdf","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","9.77"
"Quasar Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.00"
"Crown Castle Houston (TX1)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.40"
"LOGIX Houston #2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.42"
"24 Hour Data Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.17"
"Verizon Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.07"
"Energy Transfer Data Center","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.19"
"Lumen Houston 3","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.98"
"Evocative - INAP Houston","Harris","Evocative Data Centers","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.66"
"IBM HOU04","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.57"
"Lumen, 1124 Hardy Rd","Harris","Lumen","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","0.76"
"NaviSite Houston","Harris","NaviSite, Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.67"
"TeleSource IDC","Harris","TeleSource Communications Inc.","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","1.66"
"Thin-nology Data Center","Travis","Thin-nology LLC","138","ONCOR ELECTRIC DELIVERY CO.","9.14"
"LOGIX Austin","Travis","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","9.82"
"Core Scientific Austin","Travis","Core Scientific","138","ONCOR ELECTRIC DELIVERY CO.","5.80"
"Lumen Austin 2","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","7.08"
"Lumen Austin 3","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","9.88"
"Edged Dallas-Fort Worth DFW02","Tarrant","Edged Energy","345","ONCOR ELECTRIC DELIVERY CO.","1.81"
"Rowan Cinco","Medina","Rowan Digital Infrastructure","138","BANDERA ELECTRIC COOP, INC","7.57"
"Microsoft San Antonio (SAT89)","Medina","Microsoft","138","BANDERA ELECTRIC COOP, INC","9.88"
"Microsoft San Antonio (SAT90)","Medina","Microsoft","138","BANDERA ELECTRIC COOP, INC","9.87"
"CyrusOne DFW1 - Carrollton","Denton","DFW1 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","1.88"
"IRVING-TX (Dallas, Texas)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","6.44"
"CyrusOne DFW2 - Lewsiville","Denton","DFW2 Spec Sheet","138","ONCOR ELECTRIC DELIVERY CO.","5.56"
"Centersquare - Dallas DFW3-A","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.51"
"Alpha Data Center","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","7.05"
"VAZATA Dallas I","Denton","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","6.41"
"Serverphase Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.32"
"VAZATA Dallas II","Dallas","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","3.34"
"QTS Irving Campus","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.05"
"Neutron Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.03"
"QTS Irving DC1 & DC2","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.05"
"QTS Irving DC3","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.25"
"4025 Midway Rd (DFW11)","Denton","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.43"
"2440 Marsh Lane (DFW12)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","3.34"
"4849 Alpha Road (DFW14)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.47"
"2501 S. State Highway 121 (DFW26)","Denton","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","8.44"
"PowerHouse Irving - Building A","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.51"
"PowerHouse Irving - Building C","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.31"
"PowerHouse Irving - Building B","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.42"
"QTS Irving DC5","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.11"
"QTS Irving DC6","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.11"
"IBM DAL05","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","7.48"
"ColoHouse Dallas","Denton","ColoHouse","138","ONCOR ELECTRIC DELIVERY CO.","1.63"
"Mobius Partners - Farmers Branch","Dallas","Mobius Partners","138","ONCOR ELECTRIC DELIVERY CO.","5.84"
"LightEdge - Dallas","Denton","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","5.58"
"PowerHouse Irving Campus","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.38"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","9.66"
"Connect El Paso","El Paso","Connect Data Centers by Oppidan","115","EL PASO ELECTRIC CO.","2.24"
"MDC El Paso - ELP1","El Paso","MDC Data Centers","115","EL PASO ELECTRIC CO.","4.46"
"Lumen Fort Worth 2","Tarrant","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","9.62"
"San Antonio Data Center","Bexar","Five 9s Digital, LLC","138","BANDERA ELECTRIC COOP, INC","7.31"
"Lumen San Antonio 3","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","9.94"
"5CDC Dallas-Fort Worth - DFW01","Tarrant","5C Group Inc.","138","ONCOR ELECTRIC DELIVERY CO.","1.11"
"Black Mountain Power LLC","Tarrant","Unknown Company","138","ONCOR ELECTRIC DELIVERY CO.","2.16"
"12231 North Fwy (IAH13)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.24"
"12235 North Fwy (IAH14)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.15"
"12061 North Freeway (IAH11)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.18"
"Digital Houston Campus","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.18"
"12001 North Fwy (IAH10)","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.21"
"Data Foundry- Houston 2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.44"
"Cogent Data Center - Houston","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.26"
"FIBERTOWN - Houston, Texas","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.25"
"Serverfarm Houston Data Center CTX2","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.02"
"Lumen Houston 1","Harris","Follow on LinkedIn","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","7.69"
"Serverfarm Houston Data Center CTX1","Harris","Serverfarm","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.15"
"IBM HOU00","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.33"
"IBM HOU02","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","6.06"
"IBM HOU01","Harris","IBM","138","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC","8.97"
"San Antonio Data Center","Bexar","Five 9s Digital, LLC","138","BANDERA ELECTRIC COOP, INC","1.89"
"Lumen San Antonio 3","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","7.19"
"Lumen San Antonio 1","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","5.23"
"Dataprana La Marque","Galveston","Follow on LinkedIn","138","TEXAS-NEW MEXICO POWER CO.","7.65"
"Edged Dallas-Fort Worth DFW02","Tarrant","Edged Energy","138","ONCOR ELECTRIC DELIVERY CO.","2.17"
"CloudBurst Central Texas","Guadalupe","CloudBurst Data Centers","345","PEDERNALES ELECTRIC COOP, INC","4.66"
"SDC San Marcos","Hays","Sabey Data Center Properties LLC","345","PEDERNALES ELECTRIC COOP, INC","2.47"
"904 Francis Harris Lane","Hays","Unknown Company","345","PEDERNALES ELECTRIC COOP, INC","0.57"
"Datacenter Park - Dallas","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.40"
"Digital Realty Garland Campus","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.18"
"908 Quality Way (DFW20)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.20"
"904 Quality Way (DFW21)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","9.31"
"1702 W Campbell Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.18"
"1502 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","3.94"
"1505 Ferris Rd","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","4.10"
"GDC - Dallas TX1 Data Center","Dallas","Dallas TX1 Data Center","138","ONCOR ELECTRIC DELIVERY CO.","4.89"
"DataBank DFW2 - North Dallas","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","9.31"
"365 Data Centers - Richardson","Dallas","365 Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","9.16"
"GDC - Dallas TX2 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","5.00"
"GDC - Dallas TX4 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.93"
"Aligned DFW-01","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.30"
"Rackspace Dallas 2","Dallas","Rackspace Hosting","138","ONCOR ELECTRIC DELIVERY CO.","9.73"
"Evocative DAL1","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.30"
"GDC - Dallas TX3 Data Center","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","5.12"
"GIPNetworks Plano","Collin","Plano Data Center | Global IP Networks","138","ONCOR ELECTRIC DELIVERY CO.","8.98"
"DigiCo Dallas DAL1","Dallas","DigiCo Infrastructure REIT","138","ONCOR ELECTRIC DELIVERY CO.","8.57"
"KDC Richardson","Dallas","KDC","138","ONCOR ELECTRIC DELIVERY CO.","8.41"
"Aligned DFW-02","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.30"
"CyrusOne DFW6 - Richardson","Dallas","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.41"
"NTT Garland Campus","Dallas","NTT DATA, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.90"
"Aligned DFW-04","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.74"
"1232 Alma Road (DFW16)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.74"
"850 E. Collins Boulevard (DFW28)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.57"
"900 Quality Way (DFW17)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.53"
"1210 Integrity Drive (DFW18)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.62"
"1215 Integrity Drive (DFW25)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.60"
"950 E. Collins Boulevard (DFW29)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.27"
"Flexential Dallas - Plano Data Center","Collin","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","7.55"
"907 Security Row (DFW35)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.33"
"Plano Campus","Collin","Aligned Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","8.30"
"IBM DAL07","Collin","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.17"
"Cisco Richardson Data Center","Collin","Cisco Systems","138","ONCOR ELECTRIC DELIVERY CO.","7.80"
"Comcast Willis","Montgomery","Follow on LinkedIn","138","ENTERGY TEXAS, INC.","3.21"
"Cogent Data Center - Fort Worth","Tarrant","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","8.61"
"Enterhost Data Center","Tarrant","Consuro Managed Technology","138","ONCOR ELECTRIC DELIVERY CO.","7.87"
"ACS Fort Worth - Building D","Tarrant","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.32"
"ACS Fort Worth - Building C","Tarrant","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.44"
"ACS Fort Worth - Building B","Tarrant","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.53"
"ACS Fort Worth Campus","Tarrant","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.45"
"CyrusOne DFW7 - Fort Worth","Tarrant","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.87"
"ACS Fort Worth - Building A","Tarrant","Grupo ACS","138","ONCOR ELECTRIC DELIVERY CO.","5.73"
"ACS Fort Worth - Building E","Tarrant","Grupo ACS","138","ONCOR ELECTRIC DELIVERY CO.","5.22"
"Lumen Fort Worth 1","Tarrant","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","8.07"
"Lumen Fort Worth 2","Tarrant","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","7.32"
"LOGIX Fort Worth","Tarrant","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","7.74"
"Core Scientific Denton","Denton","Core Scientific","138","ONCOR ELECTRIC DELIVERY CO.","0.78"
"7500 Metro Center Drive (AUS11)","Travis","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.62"
"Lumen Austin 4","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","6.25"
"CyrusOne AUS3 - Austin","Travis","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","6.93"
"CyrusOne AUS2 - Austin","Travis","CyrusOne Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.07"
"Element Critical Austin One","Travis","Element Critical","138","ONCOR ELECTRIC DELIVERY CO.","1.84"
"Data Foundry - Texas 1","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","5.67"
"LightEdge - Austin II","Travis","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","6.24"
"LightEdge - Austin I","Travis","LightEdge","138","ONCOR ELECTRIC DELIVERY CO.","6.33"
"LOGIX Austin","Travis","LOGIX FIBER NETWORKS","138","ONCOR ELECTRIC DELIVERY CO.","7.88"
"Hostway Austin Waller","Travis","Hostway Services, Inc","138","ONCOR ELECTRIC DELIVERY CO.","7.27"
"Data Foundry - Texas 2","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","5.51"
"Cogent Data Center - Austin","Travis","Cogent Communications, Inc.","138","ONCOR ELECTRIC DELIVERY CO.","7.30"
"Data Foundry - Austin 1","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","7.93"
"Data Foundry - The Data Ranch","Travis","Data Foundry","138","ONCOR ELECTRIC DELIVERY CO.","5.51"
"GTT Austin Data Center","Travis","GTT Communications","138","ONCOR ELECTRIC DELIVERY CO.","7.10"
"American Tower EDC Austin","Travis","American Tower Corporation","138","ONCOR ELECTRIC DELIVERY CO.","5.50"
"Hostway Austin Trade Center","Travis","Hostway Services, Inc","138","ONCOR ELECTRIC DELIVERY CO.","5.71"
"Lumen Austin 1","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","5.60"
"Lumen Austin 3","Travis","Lumen","138","ONCOR ELECTRIC DELIVERY CO.","7.80"
"Bestline Communications","Travis","Bestline Communications, L.P.","138","ONCOR ELECTRIC DELIVERY CO.","1.88"
"Crusoe Abilene - Building 3","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.34"
"Crusoe Abilene - Building 2","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.13"
"Crusoe Abilene - Building 1","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.32"
"Crusoe Abilene - Building 7","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.39"
"Crusoe Abilene - Building 8","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.19"
"Crusoe Abilene - Building 6","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.17"
"Crusoe Abilene - Building 4","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.14"
"Crusoe Abilene - Building 5","Taylor","Crusoe Cloud","138","AEP TEXAS NORTH CO.","5.37"
"Centersquare - Dallas DFW2-A","Collin","Centersquare","138","ONCOR ELECTRIC DELIVERY CO.","8.61"
"VAZATA Dallas I","Denton","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","7.73"
"Evocative DAL6","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.02"
"DataBank DFW3 - Plano","Collin","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","3.69"
"Equinix DA7","Collin","Equinix","138","ONCOR ELECTRIC DELIVERY CO.","3.26"
"Stream DC DFW VII - Garland	","Collin","Stream Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","3.10"
"Resilience DFW","Collin","Overwatch Capital","138","ONCOR ELECTRIC DELIVERY CO.","5.38"
"24 Hour Data Plano","Collin","24 Hour Data","138","ONCOR ELECTRIC DELIVERY CO.","9.04"
"STACK Infrastructure DFW01A","Collin","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","3.29"
"STACK Infrastructure DFW01B","Collin","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","3.30"
"CoreWeave Plano","Collin","CoreWeave","138","ONCOR ELECTRIC DELIVERY CO.","5.27"
"DataBank DFW8 - Plano","Collin","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","3.69"
"STACK Infrastructure DFW01C","Collin","STACK INFRASTRUCTURE","138","ONCOR ELECTRIC DELIVERY CO.","3.50"
"Skybox Atlantic Station","Collin","Skybox Datacenters","138","ONCOR ELECTRIC DELIVERY CO.","6.97"
"Skybox Legacy Campus","Collin","Skybox Datacenters","138","ONCOR ELECTRIC DELIVERY CO.","5.58"
"1000 Coit Road","Collin","Lincoln Rackhouse","138","ONCOR ELECTRIC DELIVERY CO.","5.15"
"4025 Midway Rd (DFW11)","Denton","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","7.70"
"Flexential Dallas - Richardson Data Center","Collin","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","7.56"
"IBM DAL07","Collin","IBM","138","ONCOR ELECTRIC DELIVERY CO.","9.94"
"SATC Colo","Bexar","SATC Colo","138","BANDERA ELECTRIC COOP, INC","2.52"
"Amazon AWS SAT - 7400 Potranco","Bexar","Amazon AWS","138","BANDERA ELECTRIC COOP, INC","9.91"
"Lumen San Antonio 3","Bexar","Lumen","138","BANDERA ELECTRIC COOP, INC","7.37"
"Project Dorothy I","Briscoe","Soluna Computing","345","LIGHTHOUSE ELECTRIC COOP, INC","1.09"
"Comcast Willis","Montgomery","Follow on LinkedIn","138","ENTERGY TEXAS, INC.","3.80"
"IRVING-TX (Dallas, Texas)","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","1.11"
"QTS Irving Campus","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","0.87"
"Centersquare - Dallas DFW1","Tarrant","Centersquare","138","ONCOR ELECTRIC DELIVERY CO.","8.36"
"QTS Irving DC1 & DC2","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","0.87"
"QTS Irving DC3","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","1.00"
"PowerHouse Irving - Building A","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","5.13"
"PowerHouse Irving - Building C","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.88"
"PowerHouse Irving - Building B","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.99"
"QTS Irving DC5","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","1.12"
"QTS Irving DC6","Dallas","QTS Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","1.12"
"PowerHouse Irving Campus","Dallas","PowerHouse Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","4.91"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","8.84"
"Centersquare - Dallas DFW3-A","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","5.11"
"Alpha Data Center","Dallas","Follow on LinkedIn","138","ONCOR ELECTRIC DELIVERY CO.","1.12"
"VAZATA Dallas I","Denton","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","6.99"
"Evocative DAL6","Collin","Evocative Data Centers","138","ONCOR ELECTRIC DELIVERY CO.","7.60"
"Serverphase Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","2.31"
"DataBank DFW7 - Dallas LBJ","Dallas","DataBank","138","ONCOR ELECTRIC DELIVERY CO.","3.02"
"Rackspace Dallas 2","Dallas","Rackspace Hosting","138","ONCOR ELECTRIC DELIVERY CO.","9.71"
"VAZATA Dallas II","Dallas","VAZATA","138","ONCOR ELECTRIC DELIVERY CO.","3.65"
"CoreWeave Plano","Collin","CoreWeave","138","ONCOR ELECTRIC DELIVERY CO.","7.60"
"Neutron Data Center","Dallas","M&A Technology Inc.","138","ONCOR ELECTRIC DELIVERY CO.","1.11"
"Skybox Atlantic Station","Collin","Skybox Datacenters","138","ONCOR ELECTRIC DELIVERY CO.","8.70"
"1000 Coit Road","Collin","Lincoln Rackhouse","138","ONCOR ELECTRIC DELIVERY CO.","7.76"
"4025 Midway Rd (DFW11)","Denton","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","6.97"
"H5Colo  Inc.","Dallas","H5 Colo Inc.","138","ONCOR ELECTRIC DELIVERY CO.","4.40"
"1232 Alma Road (DFW16)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.72"
"850 E. Collins Boulevard (DFW28)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.91"
"900 Quality Way (DFW17)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.94"
"1210 Integrity Drive (DFW18)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.83"
"1215 Integrity Drive (DFW25)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","9.83"
"2440 Marsh Lane (DFW12)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","3.65"
"4849 Alpha Road (DFW14)","Dallas","Digital Realty","138","ONCOR ELECTRIC DELIVERY CO.","0.51"
"Flexential Dallas - Richardson Data Center","Collin","Flexential","138","ONCOR ELECTRIC DELIVERY CO.","6.90"
"IBM DAL05","Dallas","IBM","138","ONCOR ELECTRIC DELIVERY CO.","0.50"
"Mobius Partners - Farmers Branch","Dallas","Mobius Partners","138","ONCOR ELECTRIC DELIVERY CO.","1.29"
"Eonix Communications Dallas","Dallas","Eonix Communications Inc","138","ONCOR ELECTRIC DELIVERY CO.","8.94"
"Duos Edge AI - Victoria EDC","Victoria","Duos Edge AI, Inc.","138","AEP TEXAS CENTRAL COMPANY","2.35"
"CyrusOne SAT1 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","9.07"
"CyrusOne SAT2 - San Antonio","Bexar","CyrusOne Data Centers","138","BANDERA ELECTRIC COOP, INC","8.61"
